TERYT Gminy,Gmina,Powiat,Województwo,Nr okręgu,Liczba komisji,Liczba uwzględnionych komisji,Komisja otrzymała kart do głosowania,Liczba wyborców uprawnionych do głosowania,Nie wykorzystano kart do głosowania,"Liczba wyborców, którym wydano karty do głosowania","Liczba wyborców, którym wysłano pakiety wyborcze","Liczba wyborców, którym wydano karty do głosowania w lokalu wyborczym oraz w głosowaniu korespondencyjnym (łącznie)",Liczba wyborców głosujących przez pełnomocnika,Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania,Liczba otrzymanych kopert zwrotnych,"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu","Liczba kopert zwrotnych, w których oświadczenie nie było podpisane","Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania","Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania",Liczba kopert na kartę do głosowania wrzuconych do urny,Liczba kart wyjętych z urny,W tym liczba kart wyjętych z kopert na kartę do głosowania,Liczba kart nieważnych,Liczba kart ważnych,Liczba głosów nieważnych,W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list,W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata,"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona",Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów,KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY,KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE,KOMITET WYBORCZY NOWA LEWICA,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ,KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI,KOMITET WYBORCZY POLSKA JEST JEDNA,KOMITET WYBORCZY WYBORCÓW RUCHU DOBROBYTU I POKOJU,KOMITET WYBORCZY NORMALNY KRAJ,KOMITET WYBORCZY ANTYPARTIA,KOMITET WYBORCZY RUCH NAPRAWY POLSKI,KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA
142304.0,gm. Odrzywół,przysuski,mazowieckie,17,5,5,2730.0,2947.0,370.0,2360.0,1.0,2361.0,12.0,42.0,1.0,0.0,0.0,0.0,0.0,1.0,2360.0,1.0,0.0,2360.0,53.0,23.0,30.0,0.0,2307.0,23.0,171.0,47.0,1766.0,126.0,151.0,16.0,7.0,,,,
142305.0,gm. Potworów,przysuski,mazowieckie,17,5,5,3016.0,3239.0,705.0,2311.0,0.0,2311.0,6.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,2311.0,0.0,1.0,2310.0,63.0,32.0,31.0,0.0,2247.0,43.0,289.0,76.0,1462.0,175.0,169.0,30.0,3.0,,,,
142306.0,gm. Przysucha,przysuski,mazowieckie,17,14,14,8694.0,9043.0,1853.0,6841.0,5.0,6846.0,19.0,169.0,5.0,0.0,0.0,0.0,0.0,5.0,6845.0,5.0,3.0,6842.0,107.0,45.0,62.0,0.0,6735.0,92.0,856.0,311.0,3837.0,454.0,1094.0,76.0,15.0,,,,
142307.0,gm. Rusinów,przysuski,mazowieckie,17,10,10,3139.0,3297.0,500.0,2639.0,0.0,2639.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2639.0,0.0,0.0,2639.0,51.0,25.0,26.0,0.0,2588.0,25.0,222.0,62.0,1883.0,204.0,152.0,33.0,7.0,,,,
142308.0,gm. Wieniawa,przysuski,mazowieckie,17,10,10,3865.0,4109.0,759.0,3087.0,0.0,3087.0,15.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,3087.0,0.0,2.0,3085.0,46.0,26.0,20.0,0.0,3039.0,39.0,316.0,99.0,2006.0,253.0,287.0,35.0,4.0,,,,
142401.0,gm. Gzy,pułtuski,mazowieckie,18,5,5,2812.0,2962.0,839.0,1970.0,3.0,1973.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,3.0,1972.0,3.0,0.0,1972.0,82.0,31.0,47.0,4.0,1890.0,23.0,405.0,83.0,1054.0,155.0,138.0,26.0,,4.0,,2.0,
142402.0,gm. Obryte,pułtuski,mazowieckie,18,7,7,3386.0,3722.0,587.0,2799.0,0.0,2799.0,21.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2799.0,0.0,2.0,2797.0,122.0,43.0,76.0,3.0,2675.0,39.0,523.0,88.0,1523.0,219.0,240.0,35.0,,5.0,,3.0,
142403.0,gm. Pokrzywnica,pułtuski,mazowieckie,18,7,7,3844.0,4213.0,768.0,3076.0,2.0,3078.0,10.0,169.0,2.0,0.0,0.0,0.0,0.0,2.0,3078.0,2.0,0.0,3078.0,103.0,59.0,39.0,5.0,2975.0,42.0,516.0,134.0,1434.0,232.0,547.0,58.0,,5.0,,7.0,
142404.0,gm. Pułtusk,pułtuski,mazowieckie,18,22,22,17581.0,18832.0,3795.0,13795.0,19.0,13814.0,22.0,389.0,16.0,0.0,0.0,0.0,0.0,16.0,13804.0,16.0,13.0,13791.0,279.0,155.0,97.0,27.0,13512.0,154.0,2930.0,891.0,5191.0,947.0,3179.0,164.0,,27.0,,29.0,
142405.0,gm. Świercze,pułtuski,mazowieckie,18,5,5,3395.0,3681.0,754.0,2641.0,0.0,2641.0,9.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2642.0,0.0,0.0,2642.0,97.0,61.0,26.0,10.0,2545.0,43.0,428.0,205.0,1267.0,195.0,368.0,27.0,,7.0,,5.0,
142406.0,gm. Winnica,pułtuski,mazowieckie,18,4,4,2893.0,3162.0,513.0,2380.0,1.0,2381.0,18.0,25.0,1.0,0.0,0.0,0.0,0.0,1.0,2381.0,1.0,0.0,2381.0,91.0,54.0,33.0,4.0,2290.0,25.0,483.0,106.0,1242.0,178.0,209.0,42.0,,1.0,,4.0,
142407.0,gm. Zatory,pułtuski,mazowieckie,18,6,6,3548.0,3955.0,564.0,2984.0,0.0,2984.0,11.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,2984.0,0.0,0.0,2984.0,113.0,66.0,39.0,8.0,2871.0,40.0,497.0,128.0,1528.0,247.0,384.0,38.0,,3.0,,6.0,
142501.0,m. Pionki,radomski,mazowieckie,17,17,17,12829.0,13201.0,3452.0,9377.0,8.0,9385.0,19.0,171.0,7.0,0.0,0.0,0.0,0.0,7.0,9381.0,7.0,11.0,9370.0,145.0,92.0,53.0,0.0,9225.0,158.0,1190.0,614.0,3914.0,495.0,2677.0,137.0,40.0,,,,
142502.0,gm. Gózd,radomski,mazowieckie,17,6,6,6422.0,6925.0,1222.0,5200.0,2.0,5202.0,8.0,71.0,2.0,2.0,0.0,0.0,0.0,0.0,5200.0,0.0,1.0,5199.0,69.0,43.0,26.0,0.0,5130.0,88.0,585.0,139.0,3183.0,474.0,548.0,98.0,15.0,,,,
142503.0,gm. Iłża,radomski,mazowieckie,17,21,21,10550.0,11034.0,3090.0,7460.0,1.0,7461.0,16.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,7460.0,0.0,11.0,7449.0,161.0,110.0,51.0,0.0,7288.0,300.0,980.0,331.0,3863.0,546.0,1144.0,83.0,41.0,,,,
142504.0,gm. Jastrzębia,radomski,mazowieckie,17,8,8,4942.0,5350.0,964.0,3977.0,3.0,3980.0,8.0,25.0,2.0,0.0,0.0,0.0,0.0,2.0,3980.0,2.0,1.0,3979.0,84.0,59.0,25.0,0.0,3895.0,73.0,413.0,134.0,2312.0,339.0,535.0,56.0,33.0,,,,
142505.0,gm. Jedlińsk,radomski,mazowieckie,17,9,9,9792.0,10956.0,1872.0,7919.0,6.0,7925.0,14.0,74.0,6.0,0.0,0.0,0.0,0.0,6.0,7915.0,6.0,4.0,7911.0,161.0,95.0,66.0,0.0,7750.0,146.0,931.0,353.0,4450.0,643.0,1118.0,90.0,19.0,,,,
142506.0,gm. Jedlnia-Letnisko,radomski,mazowieckie,17,8,8,9383.0,10173.0,1635.0,7748.0,10.0,7758.0,9.0,78.0,9.0,0.0,0.0,0.0,0.0,9.0,7756.0,9.0,6.0,7750.0,93.0,56.0,37.0,0.0,7657.0,129.0,1032.0,341.0,3774.0,687.0,1497.0,175.0,22.0,,,,
142507.0,gm. Kowala,radomski,mazowieckie,17,8,8,8865.0,9222.0,1962.0,6905.0,1.0,6906.0,8.0,49.0,1.0,0.0,0.0,0.0,0.0,1.0,6904.0,1.0,4.0,6900.0,123.0,85.0,38.0,0.0,6777.0,140.0,797.0,324.0,3548.0,631.0,1157.0,130.0,50.0,,,,
142508.0,gm. Pionki,radomski,mazowieckie,17,9,9,7344.0,7795.0,1903.0,5440.0,2.0,5442.0,4.0,46.0,1.0,0.0,0.0,0.0,0.0,1.0,5441.0,1.0,1.0,5440.0,130.0,81.0,49.0,0.0,5310.0,100.0,647.0,258.0,2913.0,383.0,862.0,125.0,22.0,,,,
142509.0,gm. Przytyk,radomski,mazowieckie,17,6,6,5188.0,5561.0,1142.0,4046.0,2.0,4048.0,11.0,24.0,2.0,0.0,0.0,0.0,2.0,0.0,4046.0,0.0,0.0,4046.0,75.0,41.0,34.0,0.0,3971.0,55.0,394.0,137.0,2619.0,329.0,354.0,74.0,9.0,,,,
142510.0,gm. Skaryszew,radomski,mazowieckie,17,14,14,10691.0,11333.0,2123.0,8567.0,1.0,8568.0,15.0,63.0,1.0,0.0,0.0,0.0,0.0,1.0,8564.0,1.0,3.0,8561.0,145.0,89.0,56.0,0.0,8416.0,208.0,904.0,262.0,5118.0,656.0,1085.0,139.0,44.0,,,,
142511.0,gm. Wierzbica,radomski,mazowieckie,17,9,9,6669.0,7161.0,1745.0,4915.0,0.0,4915.0,11.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,4914.0,0.0,0.0,4914.0,146.0,104.0,42.0,0.0,4768.0,112.0,522.0,220.0,2650.0,397.0,741.0,97.0,29.0,,,,
142512.0,gm. Wolanów,radomski,mazowieckie,17,10,10,6291.0,6799.0,1234.0,5062.0,0.0,5062.0,11.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,5062.0,0.0,4.0,5058.0,115.0,77.0,38.0,0.0,4943.0,91.0,601.0,196.0,2965.0,436.0,565.0,63.0,26.0,,,,
142513.0,gm. Zakrzew,radomski,mazowieckie,17,10,10,9444.0,10196.0,1400.0,8045.0,3.0,8048.0,10.0,34.0,3.0,0.0,0.0,0.0,0.0,3.0,8047.0,3.0,1.0,8046.0,132.0,83.0,49.0,0.0,7914.0,135.0,873.0,303.0,4505.0,666.0,1257.0,135.0,40.0,,,,
142601.0,gm. Domanice,siedlecki,mazowieckie,18,4,4,1829.0,1961.0,383.0,1446.0,0.0,1446.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1446.0,0.0,0.0,1446.0,48.0,28.0,18.0,2.0,1398.0,23.0,156.0,45.0,907.0,142.0,96.0,25.0,,3.0,,1.0,
142602.0,gm. Korczew,siedlecki,mazowieckie,18,4,4,1896.0,2046.0,513.0,1383.0,1.0,1384.0,8.0,32.0,1.0,1.0,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,1382.0,33.0,18.0,11.0,4.0,1349.0,22.0,229.0,42.0,761.0,107.0,164.0,18.0,,3.0,,3.0,
142603.0,gm. Kotuń,siedlecki,mazowieckie,18,7,7,5960.0,6565.0,1263.0,4697.0,6.0,4703.0,6.0,83.0,6.0,0.0,0.0,0.0,0.0,6.0,4703.0,6.0,0.0,4703.0,139.0,68.0,54.0,17.0,4564.0,99.0,637.0,220.0,2420.0,364.0,723.0,87.0,,8.0,,6.0,
142604.0,gm. Mokobody,siedlecki,mazowieckie,18,4,4,3553.0,3842.0,718.0,2833.0,2.0,2835.0,13.0,36.0,2.0,0.0,0.0,0.0,0.0,2.0,2837.0,2.0,1.0,2836.0,66.0,29.0,32.0,5.0,2770.0,38.0,285.0,76.0,1791.0,271.0,230.0,56.0,,14.0,,9.0,
142605.0,gm. Mordy,siedlecki,mazowieckie,18,6,6,4089.0,4415.0,975.0,3114.0,6.0,3120.0,8.0,41.0,5.0,2.0,0.0,0.0,0.0,3.0,3116.0,3.0,0.0,3116.0,42.0,22.0,16.0,4.0,3074.0,69.0,426.0,98.0,1855.0,262.0,303.0,46.0,,12.0,,3.0,
142606.0,gm. Paprotnia,siedlecki,mazowieckie,18,2,2,1812.0,1953.0,336.0,1476.0,0.0,1476.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1475.0,0.0,0.0,1475.0,27.0,14.0,9.0,4.0,1448.0,28.0,220.0,40.0,940.0,127.0,61.0,29.0,,1.0,,2.0,
142607.0,gm. Przesmyki,siedlecki,mazowieckie,18,5,5,2293.0,2414.0,622.0,1671.0,3.0,1674.0,3.0,12.0,3.0,3.0,0.0,0.0,0.0,0.0,1670.0,0.0,2.0,1668.0,39.0,21.0,11.0,7.0,1629.0,27.0,235.0,36.0,1082.0,140.0,91.0,14.0,,3.0,,1.0,
142608.0,gm. Siedlce,siedlecki,mazowieckie,18,12,12,13427.0,14187.0,2412.0,11023.0,3.0,11026.0,4.0,110.0,3.0,0.0,0.0,0.0,0.0,3.0,11025.0,3.0,1.0,11024.0,164.0,89.0,63.0,12.0,10860.0,256.0,1657.0,493.0,5139.0,1158.0,1836.0,285.0,,25.0,,11.0,
142609.0,gm. Skórzec,siedlecki,mazowieckie,18,14,14,5652.0,6063.0,1145.0,4507.0,0.0,4507.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,4507.0,0.0,0.0,4507.0,94.0,47.0,41.0,6.0,4413.0,92.0,532.0,127.0,2767.0,412.0,388.0,80.0,,7.0,,8.0,
142610.0,gm. Suchożebry,siedlecki,mazowieckie,18,4,4,3329.0,3617.0,662.0,2667.0,0.0,2667.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2667.0,0.0,0.0,2667.0,75.0,34.0,38.0,3.0,2592.0,45.0,358.0,89.0,1497.0,270.0,249.0,70.0,,11.0,,3.0,
142611.0,gm. Wiśniew,siedlecki,mazowieckie,18,8,8,4209.0,4507.0,747.0,3462.0,0.0,3462.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3462.0,0.0,0.0,3462.0,59.0,26.0,23.0,10.0,3403.0,75.0,337.0,92.0,2097.0,388.0,268.0,132.0,,9.0,,5.0,
142612.0,gm. Wodynie,siedlecki,mazowieckie,18,8,8,3093.0,3361.0,649.0,2444.0,5.0,2449.0,0.0,30.0,5.0,1.0,0.0,0.0,0.0,4.0,2448.0,4.0,0.0,2448.0,102.0,63.0,33.0,6.0,2346.0,39.0,240.0,61.0,1585.0,197.0,157.0,56.0,,4.0,,7.0,
142613.0,gm. Zbuczyn,siedlecki,mazowieckie,18,16,16,7144.0,7523.0,1312.0,5832.0,1.0,5833.0,9.0,54.0,1.0,0.0,0.0,0.0,0.0,1.0,5833.0,1.0,5.0,5828.0,119.0,56.0,53.0,10.0,5709.0,153.0,614.0,200.0,3544.0,608.0,400.0,153.0,,30.0,,7.0,
142701.0,m. Sierpc,sierpecki,mazowieckie,16,16,16,12435.0,13140.0,3055.0,9380.0,0.0,9380.0,24.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,9379.0,0.0,5.0,9374.0,147.0,87.0,60.0,0.0,9227.0,150.0,1993.0,605.0,3606.0,547.0,2214.0,112.0,,,,,
142702.0,gm. Gozdowo,sierpecki,mazowieckie,16,8,8,4209.0,4498.0,1260.0,2949.0,2.0,2951.0,7.0,37.0,2.0,0.0,0.0,0.0,0.0,2.0,2951.0,2.0,0.0,2951.0,86.0,61.0,25.0,0.0,2865.0,62.0,513.0,137.0,1576.0,220.0,330.0,27.0,,,,,
142703.0,gm. Mochowo,sierpecki,mazowieckie,16,6,6,4224.0,4577.0,1288.0,2936.0,0.0,2936.0,12.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2935.0,0.0,0.0,2935.0,103.0,53.0,50.0,0.0,2832.0,56.0,541.0,157.0,1526.0,250.0,265.0,37.0,,,,,
142704.0,gm. Rościszewo,sierpecki,mazowieckie,16,5,5,2855.0,3101.0,725.0,2130.0,0.0,2130.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2129.0,0.0,0.0,2129.0,70.0,44.0,26.0,0.0,2059.0,32.0,344.0,110.0,1266.0,146.0,139.0,22.0,,,,,
142705.0,gm. Sierpc,sierpecki,mazowieckie,16,6,6,4753.0,5151.0,1402.0,3351.0,0.0,3351.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3350.0,0.0,1.0,3349.0,77.0,52.0,25.0,0.0,3272.0,84.0,600.0,170.0,1713.0,229.0,438.0,38.0,,,,,
142706.0,gm. Szczutowo,sierpecki,mazowieckie,16,7,7,3185.0,3309.0,1026.0,2159.0,1.0,2160.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2158.0,0.0,0.0,2158.0,71.0,33.0,38.0,0.0,2087.0,35.0,409.0,116.0,1119.0,126.0,252.0,30.0,,,,,
142707.0,gm. Zawidz,sierpecki,mazowieckie,16,5,5,4737.0,4954.0,1396.0,3341.0,0.0,3341.0,17.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3341.0,0.0,0.0,3341.0,64.0,46.0,18.0,0.0,3277.0,54.0,506.0,124.0,2006.0,209.0,327.0,51.0,,,,,
142801.0,m. Sochaczew,sochaczewski,mazowieckie,16,23,23,24471.0,26374.0,4135.0,20335.0,3.0,20338.0,41.0,395.0,3.0,0.0,0.0,0.0,0.0,3.0,20335.0,3.0,11.0,20324.0,272.0,166.0,106.0,0.0,20052.0,443.0,3720.0,1413.0,7078.0,1127.0,6066.0,205.0,,,,,
142802.0,gm. Brochów,sochaczewski,mazowieckie,16,4,4,3146.0,3559.0,589.0,2557.0,0.0,2557.0,4.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,2557.0,0.0,2.0,2555.0,48.0,32.0,16.0,0.0,2507.0,44.0,461.0,130.0,1191.0,204.0,433.0,44.0,,,,,
142803.0,gm. Iłów,sochaczewski,mazowieckie,16,6,6,4327.0,4684.0,946.0,3381.0,0.0,3381.0,10.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,3381.0,0.0,1.0,3380.0,56.0,32.0,24.0,0.0,3324.0,195.0,614.0,104.0,1740.0,227.0,386.0,58.0,,,,,
142804.0,gm. Młodzieszyn,sochaczewski,mazowieckie,16,6,6,3979.0,4412.0,803.0,3175.0,0.0,3175.0,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,3175.0,0.0,1.0,3174.0,56.0,30.0,26.0,0.0,3118.0,60.0,586.0,122.0,1694.0,245.0,379.0,32.0,,,,,
142805.0,gm. Nowa Sucha,sochaczewski,mazowieckie,16,5,5,4980.0,5277.0,1029.0,3951.0,0.0,3951.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3951.0,0.0,0.0,3951.0,60.0,29.0,31.0,0.0,3891.0,101.0,877.0,188.0,1758.0,311.0,601.0,55.0,,,,,
142806.0,gm. Rybno,sochaczewski,mazowieckie,16,4,4,2416.0,2671.0,445.0,1971.0,0.0,1971.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1971.0,0.0,0.0,1971.0,33.0,17.0,16.0,0.0,1938.0,36.0,441.0,68.0,989.0,151.0,207.0,46.0,,,,,
142807.0,gm. Sochaczew,sochaczewski,mazowieckie,16,10,10,8028.0,8762.0,1319.0,6709.0,4.0,6713.0,8.0,98.0,4.0,0.0,0.0,0.0,0.0,4.0,6713.0,4.0,0.0,6713.0,87.0,58.0,29.0,0.0,6626.0,132.0,1641.0,343.0,2557.0,474.0,1397.0,82.0,,,,,
142808.0,gm. Teresin,sochaczewski,mazowieckie,16,9,9,8424.0,9175.0,1271.0,7153.0,2.0,7155.0,30.0,244.0,2.0,0.0,0.0,0.0,0.0,2.0,7155.0,2.0,0.0,7155.0,100.0,50.0,50.0,0.0,7055.0,151.0,1263.0,458.0,2816.0,567.0,1633.0,167.0,,,,,
142901.0,m. Sokołów Podlaski,sokołowski,mazowieckie,18,9,9,13589.0,14262.0,2717.0,10870.0,1.0,10871.0,27.0,149.0,1.0,1.0,0.0,0.0,0.0,0.0,10868.0,0.0,0.0,10868.0,150.0,73.0,51.0,26.0,10718.0,124.0,1827.0,494.0,4636.0,865.0,2519.0,209.0,,27.0,,17.0,
142902.0,gm. Bielany,sokołowski,mazowieckie,18,4,4,2764.0,2760.0,456.0,2308.0,0.0,2308.0,35.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2308.0,0.0,4.0,2304.0,78.0,41.0,31.0,6.0,2226.0,42.0,267.0,41.0,1475.0,206.0,144.0,38.0,,6.0,,7.0,
142903.0,gm. Ceranów,sokołowski,mazowieckie,18,3,3,1571.0,1642.0,436.0,1135.0,0.0,1135.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1135.0,0.0,2.0,1133.0,46.0,22.0,17.0,7.0,1087.0,24.0,135.0,31.0,704.0,94.0,76.0,16.0,,5.0,,2.0,
142904.0,gm. Jabłonna Lacka,sokołowski,mazowieckie,18,5,5,3273.0,3452.0,834.0,2439.0,0.0,2439.0,16.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2438.0,0.0,2.0,2436.0,62.0,35.0,23.0,4.0,2374.0,37.0,384.0,70.0,1476.0,146.0,200.0,56.0,,4.0,,1.0,
142905.0,gm. Kosów Lacki,sokołowski,mazowieckie,18,7,7,4352.0,4606.0,1031.0,3321.0,2.0,3323.0,7.0,65.0,2.0,2.0,0.0,0.0,0.0,0.0,3321.0,0.0,0.0,3321.0,62.0,28.0,26.0,8.0,3259.0,45.0,446.0,99.0,1980.0,303.0,309.0,59.0,,13.0,,5.0,
142906.0,gm. Repki,sokołowski,mazowieckie,18,7,7,3777.0,3967.0,787.0,2990.0,1.0,2991.0,12.0,45.0,1.0,0.0,0.0,0.0,0.0,1.0,2991.0,1.0,1.0,2990.0,55.0,29.0,19.0,7.0,2935.0,37.0,585.0,53.0,1798.0,203.0,190.0,60.0,,7.0,,2.0,
142907.0,gm. Sabnie,sokołowski,mazowieckie,18,5,5,2575.0,2765.0,629.0,1946.0,6.0,1952.0,2.0,21.0,6.0,2.0,0.0,0.0,0.0,4.0,1950.0,4.0,0.0,1950.0,44.0,15.0,22.0,7.0,1906.0,28.0,431.0,44.0,1012.0,180.0,171.0,35.0,,4.0,,1.0,
142908.0,gm. Sokołów Podlaski,sokołowski,mazowieckie,18,9,9,4412.0,4688.0,908.0,3504.0,0.0,3504.0,7.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,3504.0,0.0,3.0,3501.0,67.0,24.0,33.0,10.0,3434.0,43.0,539.0,119.0,1891.0,308.0,467.0,46.0,,10.0,,11.0,
142909.0,gm. Sterdyń,sokołowski,mazowieckie,18,6,6,2885.0,3049.0,703.0,2182.0,0.0,2182.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2182.0,0.0,0.0,2182.0,61.0,37.0,18.0,6.0,2121.0,43.0,435.0,89.0,1143.0,186.0,185.0,28.0,,9.0,,3.0,
143001.0,gm. Chlewiska,szydłowiecki,mazowieckie,17,8,8,4321.0,4631.0,1276.0,3045.0,0.0,3045.0,21.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3044.0,0.0,0.0,3044.0,120.0,79.0,41.0,0.0,2924.0,51.0,257.0,140.0,1725.0,267.0,443.0,33.0,8.0,,,,
143002.0,gm. Jastrząb,szydłowiecki,mazowieckie,17,6,6,3719.0,3977.0,770.0,2949.0,0.0,2949.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2949.0,0.0,2.0,2947.0,73.0,52.0,21.0,0.0,2874.0,69.0,316.0,94.0,1657.0,270.0,425.0,37.0,6.0,,,,
143003.0,gm. Mirów,szydłowiecki,mazowieckie,17,3,3,2680.0,2906.0,694.0,1986.0,0.0,1986.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1985.0,0.0,0.0,1985.0,78.0,51.0,27.0,0.0,1907.0,15.0,108.0,39.0,1162.0,153.0,389.0,35.0,6.0,,,,
143004.0,gm. Orońsko,szydłowiecki,mazowieckie,17,8,8,4140.0,4547.0,819.0,3321.0,0.0,3321.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,3321.0,0.0,0.0,3321.0,91.0,60.0,31.0,0.0,3230.0,77.0,329.0,119.0,1932.0,264.0,427.0,75.0,7.0,,,,
143005.0,gm. Szydłowiec,szydłowiecki,mazowieckie,17,11,11,12951.0,13803.0,3366.0,9583.0,4.0,9587.0,25.0,133.0,4.0,0.0,0.0,0.0,0.0,4.0,9588.0,4.0,3.0,9585.0,145.0,92.0,53.0,0.0,9440.0,153.0,1086.0,422.0,4988.0,759.0,1863.0,145.0,24.0,,,,
143201.0,gm. Błonie,warszawski zachodni,mazowieckie,20,13,13,15779.0,16733.0,2468.0,13312.0,8.0,13320.0,20.0,154.0,7.0,0.0,0.0,0.0,1.0,6.0,13315.0,6.0,4.0,13311.0,129.0,70.0,59.0,0.0,13182.0,266.0,1669.0,928.0,4349.0,936.0,4811.0,223.0,,,,,
143202.0,gm. Izabelin,warszawski zachodni,mazowieckie,20,5,5,8064.0,8344.0,964.0,7119.0,5.0,7124.0,9.0,288.0,5.0,1.0,0.0,0.0,0.0,4.0,7119.0,4.0,6.0,7113.0,62.0,23.0,39.0,0.0,7051.0,140.0,1013.0,485.0,2220.0,463.0,2609.0,121.0,,,,,
143203.0,gm. Kampinos,warszawski zachodni,mazowieckie,20,2,2,3189.0,3575.0,350.0,2839.0,1.0,2840.0,9.0,51.0,1.0,0.0,0.0,0.0,0.0,1.0,2840.0,1.0,0.0,2840.0,56.0,22.0,34.0,0.0,2784.0,74.0,446.0,165.0,1179.0,187.0,701.0,32.0,,,,,
143204.0,gm. Leszno,warszawski zachodni,mazowieckie,20,7,7,8055.0,8187.0,1599.0,6457.0,4.0,6461.0,12.0,219.0,4.0,0.0,0.0,0.0,0.0,4.0,6461.0,4.0,2.0,6459.0,78.0,39.0,39.0,0.0,6381.0,138.0,908.0,450.0,2028.0,436.0,2319.0,102.0,,,,,
143205.0,gm. Łomianki,warszawski zachodni,mazowieckie,20,13,13,21145.0,22126.0,1914.0,19233.0,3.0,19236.0,27.0,696.0,3.0,0.0,0.0,0.0,0.0,3.0,19237.0,3.0,11.0,19226.0,147.0,72.0,75.0,0.0,19079.0,312.0,2644.0,1527.0,4845.0,1173.0,8299.0,279.0,,,,,
143206.0,gm. Ożarów Mazowiecki,warszawski zachodni,mazowieckie,20,21,21,20006.0,21004.0,2386.0,17622.0,6.0,17628.0,23.0,561.0,4.0,0.0,0.0,0.0,0.0,4.0,17611.0,4.0,2.0,17609.0,137.0,82.0,55.0,0.0,17472.0,422.0,2674.0,1187.0,5051.0,1346.0,6517.0,275.0,,,,,
143207.0,gm. Stare Babice,warszawski zachodni,mazowieckie,20,8,8,14409.0,15793.0,794.0,13655.0,0.0,13655.0,20.0,577.0,0.0,0.0,0.0,0.0,0.0,0.0,13651.0,0.0,1.0,13650.0,119.0,57.0,62.0,0.0,13531.0,260.0,2028.0,906.0,3543.0,934.0,5630.0,230.0,,,,,
143301.0,m. Węgrów,węgrowski,mazowieckie,18,6,6,9048.0,9615.0,1726.0,7322.0,7.0,7329.0,18.0,140.0,7.0,1.0,0.0,0.0,0.0,6.0,7328.0,6.0,4.0,7324.0,91.0,55.0,24.0,12.0,7233.0,92.0,1072.0,421.0,2905.0,535.0,2057.0,133.0,,8.0,,10.0,
